0,1,2,3,4,5,6
29.0,-12.53,19.85,0.44,9,22,21
29.0,-0.8,19.85,0.44,9,22,22
-10.0,3.82,-19.09,0.39,9,22,23
-10.0,-4.99,-19.2,0.44,9,22,24
-10.0,6.68,-19.2,0.29,9,22,25
29.0,-4.41,19.85,0.44,9,22,26
29.0,-9.66,19.85,0.34,9,22,27
29.0,-7.67,19.85,0.34,9,22,28
-10.0,7.63,-19.2,0.48,9,22,29
-10.0,4.36,-19.2,0.44,9,22,30
-10.0,9.95,-19.2,0.34,9,22,31
29.0,-2.14,19.85,0.34,9,22,32
-10.0,-14.17,-9.78,0.44,9,22,33
29.0,-3.11,19.85,0.34,9,22,34
-10.0,9.66,-19.2,0.39,9,22,35
-10.0,-0.08,-19.2,0.34,9,22,36
-10.0,5.18,-19.2,0.39,9,22,37
29.0,-4.58,19.85,0.48,9,22,38
29.0,-6.94,19.85,0.48,9,22,39
28.55,-5.88,19.85,0.39,9,22,40
-10.0,8.34,-19.2,0.44,9,22,41
-10.0,6.75,-19.2,0.39,9,22,42
-10.0,0.12,-19.2,0.48,9,22,43
25.53,-0.39,19.85,0.44,9,22,44
29.0,-7.99,19.85,0.44,9,22,45
29.0,-4.58,19.85,0.44,9,22,46
-10.0,6.55,-19.2,0.39,9,22,47
-10.0,-4.92,-10.84,0.48,9,22,48
-10.0,0.18,-19.2,0.39,9,22,49
29.0,-4.39,19.85,0.39,9,22,50
29.0,-9.57,19.85,0.39,9,22,51
29.0,-9.74,19.85,0.44,9,22,53
-10.0,9.6,-19.2,0.44,9,22,54
29.0,-3.38,19.85,0.44,9,22,55
-10.0,7.89,-19.2,0.39,9,22,56
29.0,-4.0,19.85,0.39,9,22,57
29.0,-10.2,19.85,0.44,9,22,58
29.0,-5.61,19.85,0.39,9,22,59
-10.0,14.23,-19.2,0.48,9,23,0
-10.0,-1.02,-17.35,0.53,9,23,1
-10.0,-0.01,-19.2,0.34,9,23,2
29.0,-6.81,19.85,0.39,9,23,3
29.0,-9.57,19.85,0.44,9,23,4
-8.65,2.35,-6.09,0.39,9,23,5
-10.0,5.77,-19.2,0.44,9,23,6
-10.0,-0.17,-19.2,0.39,9,23,7
-10.0,9.03,-19.2,0.44,9,23,8
29.0,-5.61,19.85,0.48,9,23,9
29.0,-12.09,19.85,0.44,9,23,10
29.0,-2.57,19.85,0.39,9,23,11
-10.0,7.86,-19.2,0.44,9,23,12
-10.0,-1.19,-19.2,0.39,9,23,13
-10.0,1.69,-19.2,0.44,9,23,14
29.0,-4.3,19.85,0.44,9,23,15
29.0,-11.83,19.85,0.39,9,23,16
29.0,-4.94,19.85,0.39,9,23,17
-10.0,8.81,-19.2,0.48,9,23,18
-10.0,7.15,-19.2,0.34,9,23,19
-10.0,0.65,-19.2,0.39,9,23,20
-10.0,1.46,-9.17,0.44,9,23,21
29.0,-12.23,19.85,0.48,9,23,22
29.0,-5.02,19.85,0.39,9,23,23
-10.0,8.43,-19.2,0.44,9,23,25
3.47,-1.32,2.73,0.48,9,23,26
-10.0,2.62,-19.2,0.53,9,23,27
29.0,-3.41,19.85,0.48,9,23,28
29.0,-10.69,19.85,0.48,9,23,29
29.0,-3.96,19.85,0.39,9,23,30
-10.0,8.92,-16.38,0.34,9,23,31
-10.0,2.12,-19.2,0.44,9,23,32
-10.0,6.39,-19.2,0.39,9,23,33
29.0,-6.23,19.85,0.44,9,23,34
29.0,-11.28,19.85,0.44,9,23,35
29.0,-4.27,19.85,0.44,9,23,36
-10.0,4.54,-19.2,0.44,9,23,37
4.6,0.26,1.06,0.34,9,23,38
-10.0,3.4,-19.2,0.44,9,23,39
29.0,-2.87,19.85,0.44,9,23,40
29.0,-8.98,19.85,0.48,9,23,41
29.0,-6.96,19.85,0.44,9,23,42
-10.0,10.14,-19.2,0.34,9,23,43
-10.0,7.81,-19.2,0.34,9,23,44
-10.0,7.0,-19.2,0.44,9,23,45
29.0,-0.91,19.85,0.44,9,23,46
29.0,-10.03,19.85,0.48,9,23,47
29.0,-6.05,19.85,0.44,9,23,48
-10.0,7.2,-19.2,0.48,9,23,49
-10.0,7.51,-19.2,0.44,9,23,50
-10.0,13.5,-19.2,0.44,9,23,51
24.96,-1.37,19.85,0.53,9,23,52
29.0,-11.27,19.85,0.48,9,23,53
-3.8,6.59,-1.28,0.39,9,23,54
-10.0,10.41,-19.2,0.44,9,23,55
-10.0,3.65,-19.2,0.44,9,23,57
-10.0,-12.86,-19.2,0.39,9,23,58
29.0,-3.23,19.85,0.39,9,23,59
29.0,-9.67,19.85,0.39,9,24,0
29.0,-6.17,19.85,0.48,9,24,1
-10.0,12.13,-19.2,0.44,9,24,2
-10.0,2.96,-19.2,0.53,9,24,3
-10.0,15.04,-19.2,0.48,9,24,4
29.0,-2.5,19.85,0.34,9,24,5
29.0,-10.47,19.85,0.39,9,24,6
29.0,-5.59,19.85,0.48,9,24,7
-10.0,13.89,-19.2,0.48,9,24,8
-10.0,6.42,-19.2,0.44,9,24,9
-6.56,-2.98,-1.56,0.39,9,24,10
29.0,-6.54,19.85,0.44,9,24,11
29.0,-11.59,19.85,0.44,9,24,12
29.0,-3.12,19.85,0.44,9,24,13
-10.0,4.67,-13.81,0.39,9,24,14
-10.0,-1.41,-19.2,0.44,9,24,15
-10.0,8.33,-19.2,0.44,9,24,16
29.0,-3.26,19.85,0.44,9,24,17
29.0,-12.5,19.85,0.39,9,24,18
29.0,-0.08,19.85,0.44,9,24,19
-10.0,5.98,-19.2,0.44,9,24,20
-10.0,0.25,-19.2,0.44,9,24,21
-10.0,7.13,-19.2,0.34,9,24,22
29.0,-4.39,19.85,0.39,9,24,23
29.0,-11.92,19.85,0.44,9,24,24
29.0,-0.38,19.85,0.44,9,24,25
-8.96,0.85,-5.16,0.44,9,24,26
-10.0,4.39,-19.2,0.44,9,24,27
-10.0,1.97,-19.2,0.39,9,24,28
18.29,-7.5,13.62,0.53,9,24,30
29.0,-12.08,19.85,0.48,9,24,31
29.0,-4.76,19.85,0.53,9,24,32
-10.0,13.23,-19.2,0.39,9,24,33
-10.0,4.82,-19.2,0.39,9,24,34
-10.0,8.74,-19.2,0.44,9,24,35
29.0,-1.71,19.85,0.39,9,24,36
29.0,-10.15,19.61,0.39,9,24,37
29.0,-4.36,19.85,0.44,9,24,38
-10.0,8.16,-19.2,0.44,9,24,39
-10.0,6.53,-19.2,0.39,9,24,40
-10.0,8.98,-19.2,0.44,9,24,41
29.0,-0.87,19.85,0.44,9,24,42
-10.0,-10.28,-7.91,0.44,9,24,43
29.0,-5.06,19.85,0.44,9,24,44
-10.0,12.17,-19.2,0.44,9,24,45
-10.0,-0.46,-16.44,0.48,9,24,46
-10.0,3.8,-19.2,0.48,9,24,47
29.0,-6.38,19.85,0.44,9,24,48
25.62,-8.41,13.43,0.44,9,24,49
29.0,-8.99,19.85,0.39,9,24,50
-10.0,12.49,-19.2,0.48,9,24,51
-10.0,3.41,-19.2,0.44,9,24,52
-10.0,-0.55,-16.88,0.44,9,24,53
29.0,-3.51,19.85,0.44,9,24,54
29.0,-11.57,19.85,0.44,9,24,55
21.43,-9.07,15.36,0.44,9,24,56
-10.0,10.09,-19.2,0.48,9,24,57
14.62,1.12,12.33,0.44,9,24,58
29.0,1.57,19.85,0.39,9,24,59
28.06,-5.43,19.85,0.53,9,25,0
29.0,-11.16,19.85,0.44,9,25,2
29.0,-6.25,19.85,0.44,9,25,3
-10.0,11.63,-19.2,0.39,9,25,4
-10.0,5.98,-19.2,0.39,9,25,5
-10.0,0.23,-19.2,0.48,9,25,6
28.42,-2.98,19.85,0.48,9,25,7
28.5,-10.66,15.89,0.48,9,25,8
29.0,-9.48,19.85,0.44,9,25,9
-10.0,10.49,-19.2,0.39,9,25,10
-10.0,4.8,-19.2,0.48,9,25,11
-10.0,2.13,-11.6,0.44,9,25,12
29.0,-6.47,19.85,0.48,9,25,13
29.0,-10.93,19.85,0.39,9,25,14
-10.0,4.27,-12.15,0.44,9,25,15
-10.0,14.52,-19.2,0.44,9,25,16
-10.0,3.68,-19.2,0.48,9,25,17
-10.0,8.49,-19.2,0.44,9,25,18
29.0,-5.6,19.85,0.39,9,25,19
29.0,-6.62,19.85,0.44,9,25,20
29.0,-5.87,19.85,0.44,9,25,21
-10.0,12.08,-19.2,0.48,9,25,22
-10.0,4.94,-19.2,0.44,9,25,23
-10.0,6.55,-19.2,0.48,9,25,24
29.0,-4.55,19.85,0.48,9,25,25
29.0,-7.88,19.85,0.39,9,25,26
25.49,-9.29,19.7,0.44,9,25,27
-10.0,10.5,-19.2,0.48,9,25,28
-10.0,0.08,-19.2,0.48,9,25,29
-10.0,11.53,-19.2,0.39,9,25,30
13.52,-1.08,17.92,0.34,9,25,31
29.0,-8.0,19.85,0.39,9,25,32
29.0,-6.72,19.85,0.39,9,25,34
-10.0,9.2,-19.2,0.44,9,25,35
-10.0,6.27,-19.2,0.44,9,25,36
-10.0,14.69,-19.2,0.44,9,25,37
29.0,-2.89,19.85,0.39,9,25,38
26.66,-10.36,19.09,0.39,9,25,39
29.0,-5.29,19.85,0.44,9,25,40
-10.0,9.01,-19.2,0.48,9,25,41
-10.0,6.36,-19.2,0.39,9,25,42
-10.0,7.58,-19.2,0.34,9,25,43
29.0,-4.7,19.85,0.39,9,25,44
29.0,-6.05,19.85,0.34,9,25,45
29.0,-6.33,19.85,0.48,9,25,46
-10.0,9.29,-19.2,0.44,9,25,47
13.52,4.95,5.32,0.48,9,25,48
-10.0,2.92,-14.49,0.53,9,25,49
29.0,-5.77,19.85,0.44,9,25,50
29.0,-10.98,19.85,0.44,9,25,51
29.0,-6.09,19.85,0.39,9,25,52
-10.0,16.0,-19.2,0.48,9,25,53
-10.0,5.41,-19.2,0.48,9,25,54
-10.0,7.75,-17.63,0.39,9,25,55
29.0,-7.61,19.85,0.48,9,25,56
29.0,-11.41,19.85,0.48,9,25,57
29.0,-6.33,19.85,0.39,9,25,58
-10.0,14.17,-19.2,0.44,9,25,59
-10.0,7.28,-19.2,0.48,9,26,0
-10.0,8.61,-16.56,0.48,9,26,1
18.88,4.6,12.28,0.44,9,26,2
18.88,-3.78,10.04,0.48,9,26,3
29.0,-6.88,19.85,0.44,9,26,4
-10.0,10.28,-19.2,0.44,9,26,5
-10.0,5.77,-19.2,0.48,9,26,7
-10.0,9.8,-19.2,0.34,9,26,8
29.0,-4.92,19.85,0.44,9,26,9
29.0,-13.08,19.85,0.44,9,26,10
29.0,-6.53,19.85,0.44,9,26,11
-10.0,13.41,-19.2,0.44,9,26,12
-10.0,5.14,-19.2,0.44,9,26,13
-10.0,15.63,-19.2,0.39,9,26,14
29.0,-6.86,19.85,0.44,9,26,15
29.0,-13.0,19.85,0.34,9,26,16
29.0,-4.73,19.85,0.44,9,26,17
-10.0,11.37,-19.2,0.44,9,26,18
-10.0,5.61,-19.2,0.48,9,26,19
-5.04,-2.99,-1.27,0.39,9,26,20
29.0,-7.32,19.85,0.48,9,26,21
29.0,-16.78,19.85,0.48,9,26,22
29.0,-4.49,19.85,0.44,9,26,23
-10.0,12.56,-19.2,0.44,9,26,24
-10.0,8.16,-19.2,0.44,9,26,25
-10.0,4.41,-18.66,0.44,9,26,26
29.0,-7.34,19.85,0.48,9,26,27
29.0,-12.24,19.85,0.44,9,26,28
29.0,-6.61,19.85,0.44,9,26,29
-10.0,9.82,-19.2,0.44,9,26,30
-10.0,5.32,-19.2,0.39,9,26,31
-10.0,1.92,-15.12,0.34,9,26,32
29.0,2.94,19.85,0.53,9,26,33
29.0,-11.28,19.85,0.48,9,26,34
29.0,-4.18,19.85,0.44,9,26,35
0.71,1.2,2.83,0.39,9,26,36
-10.0,2.64,-19.2,0.48,9,26,37
-10.0,6.21,-19.2,0.44,9,26,39
29.0,-1.36,19.85,0.39,9,26,40
29.0,-10.25,19.85,0.44,9,26,41
29.0,-8.06,19.85,0.44,9,26,42
-10.0,8.66,-19.2,0.39,9,26,43
-10.0,4.77,-19.2,0.44,9,26,44
-10.0,10.33,-19.2,0.39,9,26,45
29.0,-4.6,19.85,0.44,9,26,46
29.0,-6.73,19.85,0.48,9,26,47
29.0,-9.88,19.85,0.44,9,26,48
-10.0,5.98,-19.2,0.44,9,26,49
-10.0,4.57,-19.2,0.39,9,26,50
-10.0,8.02,-19.2,0.48,9,26,51
29.0,-6.05,19.85,0.48,9,26,52
3.01,-0.72,0.69,0.44,9,26,53
27.85,-9.62,19.85,0.44,9,26,54
-10.0,9.57,-19.2,0.44,9,26,55
-10.0,4.43,-19.2,0.44,9,26,56
-10.0,9.3,-19.2,0.39,9,26,57
29.0,-1.59,19.85,0.39,9,26,58
29.0,-10.15,19.85,0.39,9,26,59
29.0,-9.63,19.85,0.44,9,27,0
-10.0,12.81,-19.2,0.44,9,27,1
-10.0,4.52,-19.2,0.44,9,27,2
-10.0,7.05,-19.2,0.48,9,27,3
10.63,6.16,10.76,0.53,9,27,4
27.94,-10.03,19.03,0.48,9,27,5
29.0,-9.36,19.85,0.39,9,27,6
-10.0,10.98,-19.2,0.39,9,27,7
-10.0,3.13,-19.2,0.44,9,27,8
-10.0,-0.14,-8.0,0.48,9,27,9
29.0,-6.69,19.85,0.39,9,27,11
29.0,-8.36,19.85,0.48,9,27,12
28.59,-1.57,19.85,0.44,9,27,13
-10.0,18.7,-19.2,0.44,9,27,14
-10.0,1.58,-19.2,0.53,9,27,15
-10.0,-5.42,-19.2,0.48,9,27,16
29.0,-4.31,19.85,0.39,9,27,17
29.0,-10.3,19.85,0.34,9,27,18
29.0,-4.66,19.85,0.44,9,27,19
-10.0,10.77,-19.2,0.44,9,27,20
-10.0,5.67,-19.2,0.44,9,27,21
-10.0,-2.25,-17.6,0.39,9,27,22
29.0,-4.46,19.85,0.44,9,27,23
29.0,-8.37,19.85,0.44,9,27,24
-10.0,2.51,-6.94,0.39,9,27,25
-10.0,13.91,-19.2,0.44,9,27,26
-10.0,6.0,-19.2,0.39,9,27,27
-10.0,9.07,-19.2,0.34,9,27,28
29.0,-3.83,19.85,0.44,9,27,29
29.0,-12.15,19.85,0.39,9,27,30
29.0,-2.52,19.85,0.39,9,27,31
-10.0,13.35,-19.2,0.48,9,27,32
-10.0,5.07,-19.2,0.48,9,27,33
-10.0,2.39,-19.2,0.39,9,27,34
29.0,-5.1,19.85,0.34,9,27,35
29.0,-6.18,19.85,0.39,9,27,36
29.0,1.02,19.85,0.44,9,27,37
-10.0,10.15,-19.2,0.39,9,27,38
-10.0,7.67,-19.2,0.39,9,27,39
-10.0,13.18,-19.2,0.39,9,27,40
-10.0,2.87,-14.53,0.39,9,27,41
29.0,-6.28,19.85,0.44,9,27,43
29.0,-0.22,19.85,0.39,9,27,44
-10.0,2.24,-19.2,0.34,9,27,45
-10.0,6.24,-19.2,0.48,9,27,46
-10.0,11.4,-19.2,0.39,9,27,47
29.0,0.78,19.85,0.34,9,27,48
29.0,-7.68,19.85,0.39,9,27,49
28.15,-0.98,19.85,0.39,9,27,50
-10.0,6.85,-19.2,0.39,9,27,51
-10.0,5.07,-19.2,0.39,9,27,52
-10.0,14.02,-19.2,0.48,9,27,53
29.0,-0.9,19.85,0.48,9,27,54
29.0,-6.39,19.85,0.53,9,27,55
29.0,-1.51,19.85,0.39,9,27,56
-10.0,11.7,-19.2,0.39,9,27,57
10.09,0.64,2.55,0.44,9,27,58
-10.0,-0.06,-19.2,0.39,9,27,59
29.0,-2.26,19.85,0.34,9,28,0
29.0,-10.11,19.85,0.44,9,28,1
29.0,-4.66,19.85,0.44,9,28,2
-10.0,8.64,-19.2,0.44,9,28,3
-10.0,2.84,-19.2,0.44,9,28,4
-10.0,-0.49,-19.2,0.48,9,28,5
29.0,-3.29,19.85,0.44,9,28,6
29.0,-9.95,19.85,0.39,9,28,7
29.0,-4.96,19.85,0.44,9,28,8
-10.0,3.08,-19.2,0.48,9,28,9
-10.0,0.07,-19.2,0.44,9,28,10
-10.0,3.68,-19.2,0.44,9,28,11
29.0,-5.37,19.85,0.44,9,28,12
29.0,-11.48,19.85,0.34,9,28,13
-10.0,1.16,-9.14,0.34,9,28,15
-10.0,3.38,-19.2,0.39,9,28,16
-10.0,8.25,-19.2,0.39,9,28,17
-10.0,4.38,-19.2,0.48,9,28,18
29.0,-4.81,19.85,0.39,9,28,19
29.0,-10.47,19.85,0.44,9,28,20
29.0,-3.03,19.85,0.39,9,28,21
-10.0,6.81,-19.2,0.34,9,28,22
-10.0,6.95,-19.2,0.39,9,28,23
-10.0,5.34,-19.2,0.39,9,28,24
29.0,-5.32,19.85,0.34,9,28,25
29.0,-11.53,19.85,0.44,9,28,26
29.0,-1.17,19.85,0.39,9,28,27
-10.0,8.4,-19.2,0.34,9,28,28
-10.0,8.25,-19.2,0.39,9,28,29
13.06,4.85,7.67,0.44,9,28,30
29.0,-6.69,19.85,0.34,9,28,31
29.0,-8.63,19.85,0.39,9,28,32
29.0,-8.42,19.85,0.39,9,28,33
-10.0,5.91,-19.2,0.48,9,28,34
-10.0,4.75,-19.2,0.48,9,28,35
-10.0,-0.91,-19.2,0.44,9,28,36
29.0,-4.77,19.85,0.34,9,28,37
29.0,-12.58,19.85,0.39,9,28,38
29.0,-4.52,19.85,0.44,9,28,39
-10.0,8.23,-19.2,0.44,9,28,40
-10.0,4.19,-19.2,0.39,9,28,41
-10.0,8.08,-19.2,0.44,9,28,42
29.0,-7.15,19.85,0.39,9,28,43
29.0,-6.81,19.85,0.29,9,28,44
29.0,-6.66,19.85,0.44,9,28,45
-2.69,0.54,0.0,0.48,9,28,47
-10.0,1.91,-19.2,0.44,9,28,48
-10.0,1.36,-13.8,0.53,9,28,49
29.0,-8.18,19.85,0.44,9,28,50
29.0,-12.59,19.85,0.39,9,28,51
29.0,-7.06,19.85,0.44,9,28,52
-10.0,14.49,-19.2,0.53,9,28,53
-10.0,5.23,-19.2,0.48,9,28,54
-10.0,10.64,-19.2,0.44,9,28,55
29.0,-1.8,19.85,0.39,9,28,56
0.48,-0.11,0.0,0.34,9,28,57
27.49,-9.23,19.85,0.48,9,28,58
-10.0,8.81,-19.2,0.44,9,28,59
-10.0,4.77,-19.2,0.44,9,29,0
-10.0,12.82,-19.2,0.44,9,29,1
29.0,-0.62,19.85,0.44,9,29,2
-3.91,-3.89,-5.36,0.44,9,29,3
28.81,-0.45,19.85,0.39,9,29,4
-10.0,5.36,-17.92,0.48,9,29,5
-10.0,0.85,-19.2,0.39,9,29,6
-10.0,4.1,-19.2,0.44,9,29,7
29.0,-5.54,19.85,0.34,9,29,8
28.18,-6.67,18.99,0.39,9,29,9
29.0,-5.41,19.85,0.44,9,29,10
-10.0,13.43,-19.2,0.44,9,29,11
-10.0,0.97,-19.2,0.48,9,29,12
-10.0,1.01,-17.8,0.39,9,29,13
29.0,-2.84,19.85,0.44,9,29,14
29.0,-11.81,19.85,0.44,9,29,15
29.0,-4.52,19.85,0.29,9,29,16
0.0,0.0,0.0,0.24,9,29,18
0.0,-0.01,0.0,0.34,9,29,19
0.0,0.0,0.0,0.24,10,38,3
0.0,0.0,0.02,0.24,10,38,3
0.0,0.0,0.03,0.24,10,38,3
0.0,0.0,0.0,0.24,10,38,3
0.0,0.0,0.0,0.29,10,38,3
0.0,0.0,0.0,0.29,10,38,3
0.0,0.0,0.0,0.39,10,38,3
1.96,-1.16,-0.16,0.29,10,38,3
-10.0,4.67,-19.2,0.34,10,38,3
5.12,2.37,2.59,0.34,10,38,3
-10.0,4.7,-11.82,0.39,10,38,3
-1.97,5.24,-4.7,0.39,10,38,3
-10.0,7.66,-19.2,0.39,10,38,3
14.54,2.78,6.71,0.39,10,38,3
-10.0,6.73,-19.2,0.44,10,38,3
3.4,5.67,-2.4,0.34,10,38,3
-10.0,7.58,-19.2,0.34,10,38,4
0.07,-0.04,-3.26,0.34,10,38,4
21.29,5.97,19.64,0.29,10,38,4
-10.0,4.76,-4.5,0.39,10,38,4
28.5,-3.33,19.85,0.39,10,38,4
-10.0,6.18,-14.74,0.39,10,38,4
25.15,-0.85,19.85,0.34,10,38,4
9.93,-2.88,9.06,0.44,10,38,4
26.78,0.91,19.85,0.39,10,38,4
-10.0,3.62,-10.47,0.44,10,38,4
-7.24,4.09,-10.48,0.44,10,38,4
6.41,-4.69,9.89,0.44,10,38,4
28.02,5.08,19.85,0.34,10,38,4
-10.0,-0.45,-9.56,0.34,10,38,4
-10.0,10.77,-15.67,0.39,10,38,4
7.13,2.06,0.74,0.39,10,38,4
-10.0,6.28,-11.92,0.34,10,38,4
20.73,1.01,17.18,0.39,10,38,4
5.78,-2.49,5.85,0.34,10,38,4
19.99,-2.88,15.1,0.48,10,38,4
14.15,5.21,9.37,0.39,10,38,4
-10.0,1.77,-19.2,0.34,10,38,4
-10.0,-0.6,-8.94,0.39,10,38,4
29.0,-2.88,19.85,0.39,10,38,4
-2.68,6.75,-7.4,0.39,10,38,4
-10.0,2.89,-19.2,0.44,10,38,4
-1.02,-2.18,1.2,0.39,10,38,4
1.6,-0.31,-2.55,0.44,10,38,4
-10.0,3.16,-12.88,0.29,10,38,4
29.0,-2.0,19.85,0.34,10,38,4
-10.0,6.14,-19.2,0.39,10,38,4
11.76,1.05,10.86,0.44,10,38,4
-7.71,6.76,-11.13,0.39,10,38,4
-3.38,4.66,-5.62,0.34,10,38,4
-10.0,-10.15,-19.2,0.44,10,38,5
27.7,-0.09,19.85,0.39,10,38,6
29.0,-4.66,19.85,0.44,10,38,7
-10.0,4.03,-19.2,0.39,10,38,8
-10.0,-0.68,-19.2,0.39,10,38,9
29.0,0.0,19.85,0.39,10,38,10
29.0,-3.21,19.85,0.39,10,38,12
-10.0,3.46,-17.49,0.48,10,38,13
-10.0,6.64,-19.2,0.39,10,38,14
29.0,0.54,19.85,0.48,10,38,15
29.0,-1.63,19.85,0.48,10,38,16
-10.0,3.88,-19.2,0.44,10,38,17
-10.0,7.02,-19.2,0.39,10,38,18
25.91,-0.96,19.85,0.29,10,38,19
29.0,-4.44,19.85,0.44,10,38,20
-10.0,0.02,-10.32,0.44,10,38,21
-10.0,-0.84,-19.2,0.48,10,38,22
29.0,-10.61,19.85,0.44,10,38,23
22.86,-3.76,13.81,0.44,10,38,24
-10.0,3.29,-19.2,0.44,10,38,25
-10.0,-4.82,-15.61,0.44,10,38,26
27.4,0.05,19.85,0.48,10,38,27
19.16,-2.54,9.93,0.44,10,38,28
-10.0,2.86,-19.2,0.44,10,38,29
-10.0,0.68,-16.78,0.48,10,38,30
29.0,-5.92,19.85,0.39,10,38,31
20.36,-1.44,13.81,0.39,10,38,32
-10.0,3.95,-19.2,0.48,10,38,33
-10.0,3.97,-15.97,0.44,10,38,34
29.0,2.83,19.85,0.44,10,38,35
12.57,-2.33,7.98,0.44,10,38,36
-10.0,6.93,-19.2,0.48,10,38,37
-10.0,4.77,-19.2,0.44,10,38,38
29.0,-6.97,19.85,0.39,10,38,39
29.0,-9.02,19.85,0.44,10,38,40
-10.0,7.75,-19.2,0.39,10,38,41
-10.0,3.79,-19.2,0.34,10,38,42
29.0,-7.61,19.85,0.34,10,38,44
29.0,-9.31,19.85,0.53,10,38,45
-10.0,7.5,-19.2,0.44,10,38,46
-10.0,7.04,-19.2,0.39,10,38,47
29.0,-4.16,19.85,0.44,10,38,48
29.0,-11.19,19.85,0.44,10,38,49
-10.0,6.91,-19.2,0.53,10,38,50
-10.0,3.83,-19.2,0.39,10,38,51
-5.99,0.68,-5.82,0.44,10,38,52
29.0,-4.25,19.85,0.39,10,38,53
-10.0,6.69,-19.2,0.39,10,38,54
-10.0,7.52,-19.2,0.39,10,38,55
29.0,-2.16,19.85,0.29,10,38,56
29.0,-1.77,19.85,0.34,10,38,57
-10.0,7.36,-19.2,0.44,10,38,58
-10.0,11.89,-19.2,0.48,10,38,59
29.0,-1.05,19.85,0.53,10,39,0
29.0,-5.64,19.85,0.39,10,39,1
-10.0,6.01,-19.2,0.34,10,39,2
-10.0,-7.31,-14.04,0.39,10,39,3
23.51,-0.98,19.85,0.39,10,39,4
25.9,-7.99,19.63,0.44,10,39,5
-10.0,-6.16,-10.46,0.34,10,39,6
-10.0,-1.73,-19.2,0.48,10,39,7
-10.0,2.75,-14.37,0.44,10,39,8
20.59,-16.05,14.68,0.44,10,39,9
-10.0,4.4,-19.2,0.44,10,39,10
-10.0,-3.04,-19.2,0.39,10,39,11
26.13,-4.45,19.85,0.48,10,39,12
29.0,-4.41,19.85,0.39,10,39,13
-10.0,8.8,-19.2,0.34,10,39,14
-10.0,-4.05,-19.2,0.48,10,39,16
18.0,-6.84,18.21,0.44,10,39,17
27.88,-8.84,17.72,0.39,10,39,18
-10.0,7.4,-19.2,0.39,10,39,19
-10.0,-8.89,-19.2,0.44,10,39,20
28.15,-3.39,19.85,0.44,10,39,21
29.0,-13.42,19.85,0.34,10,39,22
-10.0,4.55,-19.2,0.44,10,39,23
-5.61,4.78,-2.32,0.44,10,39,24
24.71,-2.28,19.85,0.44,10,39,25
29.0,-7.11,19.85,0.39,10,39,26
-10.0,3.39,-19.2,0.39,10,39,27
-10.0,-4.43,-18.54,0.48,10,39,28
29.0,-2.55,19.85,0.44,10,39,29
29.0,-11.99,19.85,0.39,10,39,30
-10.0,9.64,-19.2,0.44,10,39,31
-10.0,6.8,-19.2,0.44,10,39,32
23.44,-1.09,19.85,0.44,10,39,33
28.29,-12.58,19.03,0.39,10,39,34
-10.0,4.82,-19.2,0.34,10,39,35
-10.0,-3.57,-17.28,0.44,10,39,36
-10.0,3.23,-19.2,0.34,10,39,37
29.0,-8.16,19.85,0.34,10,39,38
1.0,-2.35,3.47,0.39,10,39,39
-10.0,-3.03,-19.06,0.39,10,39,40
29.0,-3.19,19.85,0.39,10,39,41
28.88,-10.05,19.85,0.39,10,39,42
-10.0,8.63,-19.2,0.39,10,39,43
-10.0,2.2,-19.2,0.34,10,39,44
29.0,-5.17,19.85,0.39,10,39,45
29.0,-8.74,19.85,0.44,10,39,46
-10.0,5.36,-19.2,0.48,10,39,48
-10.0,-1.34,-17.9,0.44,10,39,49
29.0,-5.74,19.85,0.44,10,39,50
29.0,-8.43,19.85,0.44,10,39,51
-10.0,7.43,-19.2,0.39,10,39,52
-10.0,0.14,-19.2,0.44,10,39,53
29.0,-4.53,19.85,0.44,10,39,54
20.77,4.43,12.54,0.39,10,39,55
-10.0,5.73,-19.2,0.34,10,39,56
-10.0,-1.55,-19.2,0.44,10,39,57
27.14,-2.7,19.85,0.44,10,39,58
29.0,-6.84,19.85,0.34,10,39,59
-10.0,8.24,-19.2,0.39,10,40,0
-10.0,3.05,-19.2,0.44,10,40,1
23.54,1.24,19.85,0.34,10,40,2
24.84,-10.78,16.82,0.39,10,40,3
-10.0,6.02,-19.2,0.34,10,40,4
-10.0,-3.09,-14.39,0.44,10,40,5
29.0,-7.54,19.85,0.44,10,40,6
29.0,-11.77,19.85,0.34,10,40,7
29.0,-5.32,19.85,0.44,10,40,8
-10.0,-0.31,-19.2,0.44,10,40,9
29.0,-5.06,19.85,0.44,10,40,10
1.63,-0.79,-1.43,0.39,10,40,11
-10.0,-2.69,-19.2,0.48,10,40,12
-10.0,-3.77,-16.41,0.44,10,40,13
25.76,-1.33,19.85,0.44,10,40,14
29.0,-5.83,19.85,0.39,10,40,15
-10.0,4.25,-19.2,0.48,10,40,16
-10.0,-8.55,-19.2,0.44,10,40,17
29.0,-8.29,19.85,0.39,10,40,18
23.96,-10.95,15.6,0.48,10,40,19
-10.0,6.0,-19.2,0.39,10,40,21
-10.0,-1.08,-19.2,0.48,10,40,22
29.0,-7.36,19.85,0.44,10,40,23
27.71,-11.17,18.68,0.39,10,40,24
-10.0,6.21,-19.2,0.39,10,40,25
-10.0,-5.08,-19.2,0.44,10,40,26
3.67,-0.53,0.25,0.39,10,40,27
